mu,sigma
1.39015,0.576634
0.340856,1.19512
1.72565,0.357934
1.93724,0.537596
1.81172,0.742752
-0.223689,1.31296
0.623609,0.820566
3.15905,1.34143
-2.75381,1.63369
-0.031124,0.865812
-0.137225,1.01859
2.45452,1.42026
1.53341,0.962037
-1.24713,1.81449
1.17081,1.11426
0.598422,0.90432
1.30486,0.367385
1.72994,0.687013
-0.586971,2.16738
0.39968,0.598732
1.43456,0.131145
2.12085,0.431735
0.911434,1.15088
0.896789,1.18978
-0.00252106,0.74861
1.26456,0.467691
1.25138,0.17045
1.29938,0.135698
1.19607,0.15855
1.32475,0.2684
1.15487,0.953892
1.39244,0.292241
1.43924,0.221788
0.793749,0.356766
1.504,0.410792
1.80155,0.570608
0.831656,0.788316
1.36985,0.158561
1.53421,0.173085
2.42337,1.21099
1.50089,1.74463
1.45958,0.301348
1.58344,0.424458
1.36363,0.220514
1.40361,0.404489
1.26805,0.332374
0.836725,1.22499
0.554752,2.07312
1.06798,0.928423
2.03495,1.39093
1.49238,1.12579
0.716195,1.39937
1.98989,0.665474
1.26682,0.302119
1.22397,1.93268
1.17683,1.02747
0.640746,0.580927
2.82146,1.64289
0.94988,0.335031
0.323184,1.50565
1.42524,0.378944
1.7603,1.14035
0.522931,0.712132
-1.42096,2.14648
1.84207,1.34583
0.567354,0.838936
1.277,1.02971
2.89488,0.793376
1.47962,0.299398
1.46576,0.15091
1.51548,0.240338
0.757644,0.911856
2.37103,2.06656
0.947463,0.786792
1.15015,0.628156
2.40068,0.820707
0.86055,1.37608
1.21239,0.249338
2.65352,0.667277
2.13909,1.14309
1.72736,0.27308
1.81684,1.21193
2.07285,1.06666
1.39117,0.449505
0.999608,0.356189
1.90713,1.45853
1.6747,0.28489
0.573204,0.784567
2.1084,0.720995
1.9487,0.336555
1.92532,0.367691
-0.75886,1.23823
0.877896,0.99846
0.46912,2.11988
1.22895,0.320086
-2.58292,2.01012
1.38049,0.56456
1.45509,0.139771
1.62335,0.15623
1.62335,0.15623
1.80327,0.251073
1.65884,0.56147
1.27112,0.503511
2.33272,2.00643
1.1509,0.58539
2.57944,1.71557
2.04681,1.4493
1.3245,1.16111
2.21449,0.567727
3.39983,1.20877
3.42118,1.3859
0.107845,1.02752
0.503711,1.20865
2.62158,1.00215
5.27952,2.20677
1.64205,0.211725
1.34219,0.10015
1.34219,0.10015
1.34219,0.10015
1.34219,0.10015
1.34219,0.10015
1.34219,0.10015
1.48714,0.10534
1.37458,0.267309
2.0799,0.712813
0.224649,0.679975
1.20427,0.539323
2.21989,0.851775
1.481,0.19454
1.3068,0.410892
1.03223,0.765564
0.974629,0.491881
1.1381,0.42611
2.37465,1.2746
1.95672,0.501374
1.01692,1.60789
1.50404,0.32014
2.55122,1.18852
-0.363747,2.01232
1.83623,0.570006
0.664901,0.698096
1.21587,0.211533
2.32505,0.770891
1.48197,0.725513
-0.399063,1.92744
1.2274,0.416556
1.26243,0.465634
0.305867,2.10219
1.45843,0.602133
2.42598,1.17615
1.21146,0.321411
1.47573,0.225735
1.84403,0.246329
-1.41744,1.4849
2.04126,0.499931
2.99922,1.17476
1.61634,0.428295
3.15497,2.86111
2.05849,0.365117
1.67449,1.82683
2.50671,0.630382
2.98441,1.96415
2.03403,0.690964
0.650892,0.414439
1.1164,0.262958
1.24614,0.318849
0.605369,0.315258
0.967909,1.49374
0.334121,1.291
2.71992,1.14656
1.30388,0.170566
1.30388,0.170566
0.940335,0.807623
1.27413,0.15239
1.2094,0.194611
1.35514,0.189479
1.0371,1.50411
1.74589,0.340615
2.47194,0.73267
-1.08754,1.35688
2.48585,0.817543
2.20383,0.762124
1.78824,0.608444
3.15723,2.1081
0.589387,0.797163
1.70253,0.310159
0.935387,0.331393
0.976761,1.41064
-0.612624,1.60289
0.994823,0.69525
0.73145,2.11443
2.59805,0.882811
1.59374,0.43363
2.75712,1.11958
2.25566,1.41193
2.11459,0.850177
1.66744,1.84281
-0.229558,1.15623
-0.487319,1.52348
1.26796,2.10781
-0.216755,1.24576
-1.79511,1.27456
2.27273,1.02585
2.71056,1.34399
1.80041,0.188316
1.09455,0.200799
1.32893,0.208192
1.39488,0.275574
0.543959,0.836307
1.39832,0.712355
1.50358,0.785411
0.87445,1.18161
2.65779,1.21602
1.60884,1.63351
1.45238,0.244421
2.01626,1.24922
1.92515,0.371032
1.16366,2.599
2.68261,0.514966
1.82863,1.37683
1.9476,0.49706
2.09775,1.09524
0.67101,0.290473
-0.0190047,0.967861
1.71641,0.781472
1.11149,0.590706
1.54245,0.368362
0.690743,0.812489
1.23682,0.178672
0.793365,0.550383
1.82956,0.541119
0.943605,0.619216
1.4123,0.499175
1.23454,0.286961
1.00868,1.23963
1.9587,0.851471
2.40831,0.632159
1.97408,0.643602
0.707196,1.75546
0.683594,0.51225
4.47412,2.26685
1.30689,0.692049
1.46899,0.259719
2.23837,2.08164
1.13959,0.274747
2.69941,0.978569
-0.79185,2.85751
1.35902,0.112447
1.1772,0.263648
2.06537,1.44031
1.91927,1.17822
1.98144,0.489589
4.38111,1.54497
2.26225,1.72444
1.08743,1.23793
2.31522,0.771005
1.141,1.06574
3.67756,1.22768
0.824416,0.980251
0.156474,1.15368
4.31597,1.90282
1.30403,0.3536
1.05667,0.232535
1.0356,0.527569
0.6622,1.32873
0.612237,1.61208
1.149,0.985239
-0.0247464,1.32211
2.09609,0.961678
3.73218,1.92905
2.19992,1.5268
1.83749,0.929351
0.382566,1.12978
1.16022,0.590893
0.137991,0.823383
1.26641,1.48263
1.34779,1.14512
1.20356,1.10466
2.58848,0.834515
1.23437,0.285263
0.990298,0.463257
1.27038,0.218725
1.08156,0.499466
1.14214,0.375043
0.81115,0.581118
1.61305,0.394726
1.69077,0.173381
1.33438,0.0974671
1.33438,0.0974671
1.33438,0.0974671
1.33438,0.0974671
1.46468,0.100461
1.2597,0.115792
1.2597,0.115792
1.2597,0.115792
1.2597,0.115792
1.2597,0.115792
1.2597,0.115792
1.2597,0.115792
1.2597,0.115792
1.2597,0.115792
1.68223,0.639036
1.80324,1.18011
1.49367,0.324787
1.30838,0.264902
-0.43413,1.22378
1.55471,0.372835
0.835273,0.845541
1.70539,1.37588
1.46633,0.246297
2.34841,0.444403
1.57496,0.211564
1.19452,0.208339
1.63832,0.215611
1.94444,1.20737
3.72599,1.13816
1.72482,0.233677
1.75125,0.292008
1.199,0.600886
0.759671,0.551725
1.8706,0.270457
1.9201,0.582824
1.92602,0.704647
1.37607,2.17174
2.11282,0.619851
1.62499,0.148102
1.05166,0.202153
1.53018,0.990341
-0.0996636,1.82751
0.469002,0.757106
1.57272,0.499352
1.1118,0.53603
1.60725,0.428219
-0.16279,1.7359
1.16069,0.951809
1.28638,0.355555
-1.70771,1.53883
2.46338,0.958877
1.39488,0.380187
1.03195,0.256094
1.12033,0.365173
1.70591,0.228641
1.44684,0.158349
1.48079,0.11725
1.7229,0.901368
0.938006,1.88237
-0.34608,1.63125
1.91125,1.19352
0.537484,1.38726
1.68499,0.196931
1.78464,0.888467
1.42738,0.865124
1.07674,0.457305
2.78813,1.02611
0.802418,0.835772
-0.465416,0.915276
-0.647957,1.89708
1.40499,0.508532
1.57571,1.57529
1.08726,0.314263
1.46555,0.198222
1.54641,1.01473
-0.91701,2.41589
1.55442,0.655227
2.76375,1.62248
0.920069,0.569743
1.07676,0.26738
2.14493,0.610005
0.840246,0.344526
0.121852,1.43417
1.21598,0.374954
1.33231,0.184655
0.907912,0.530052
-0.123935,1.07748
4.43912,1.42862
3.56884,1.33803
0.00268797,1.22207
0.947582,0.631864
1.60497,1.73025
1.20839,0.565513
-0.542039,1.09605
0.931915,0.57977
0.949365,0.305344
0.893765,0.431305
0.413334,2.61415
1.51845,0.379576
1.86231,0.344721
-1.93924,2.37781
1.43052,0.301421
1.42266,1.27646
0.148415,1.34712
0.944516,0.767749
1.52866,0.786918
2.48293,1.46733
1.47016,0.297937
1.2943,0.506768
0.861814,0.539408
3.85676,1.72373
1.28106,0.285569
0.662477,0.717917
-0.835928,1.69374
1.61998,0.212374
1.74493,0.441707
0.92256,0.24217
1.32632,0.415701
1.40729,0.112067
1.4193,0.279448
1.47087,1.21958
1.3434,0.15591
1.44917,0.106637
1.39258,0.0828649
1.43194,0.29258
1.57287,0.38617
2.53368,0.622566
0.161146,1.26792
1.24211,0.742609
0.343841,2.16583
1.85533,0.807507
1.29209,0.631022
3.01698,1.03691
0.991629,0.806166
1.76212,0.886625
1.57212,0.743329
0.498137,1.11414
0.702992,1.01058
1.62253,0.452847
0.480123,0.916759
1.64223,0.493256
-1.78129,2.58673
3.57739,2.47738
1.39504,0.128603
1.42755,0.066121
1.43992,0.13193
1.28443,0.159066
0.641226,0.526303
1.85235,0.911388
0.545455,1.6009
0.919544,0.45796
2.51971,1.01589
0.790808,0.416028
1.59489,0.914461
1.8323,0.805947
0.889738,1.99175
1.31016,0.307127
1.26125,0.73261
1.79555,1.66205
1.38819,0.360226
4.98594,2.30616
1.00669,0.385545
0.763652,1.53449
2.54302,1.22117
2.4072,0.778368
3.47611,1.51064
2.77886,1.91624
1.87689,2.01712
0.970512,0.951708
1.39736,0.214559
1.16085,0.664952
2.5456,1.42238
1.24004,0.842873
0.0234374,1.40247
0.18534,1.48936
1.47159,0.274394
2.36436,0.952136
1.25509,0.152491
1.66609,0.170861
1.15459,1.22198
0.966712,0.326917
1.12846,1.15145
1.72511,0.452948
1.61165,0.21756
1.97181,0.99125
1.56354,0.244203
0.504217,0.786418
1.59552,0.270868
0.692063,0.867935
1.31031,0.348214
0.167089,1.301
0.115929,1.41896
-1.04321,2.00057
1.4346,1.28663
2.23124,0.370483
0.67368,1.12273
2.54852,0.946345
0.203998,1.37347
1.2613,0.806846
1.90565,0.309093
1.44126,1.47074
1.52361,0.522546
1.31884,0.693757
-0.0259265,0.962155
1.63605,0.925765
1.32341,0.22551
2.07396,1.87795
1.51597,1.17841
1.39475,0.239104
1.60585,1.15442
1.62336,1.05449
-0.174776,0.953544
1.36375,0.452554
1.57901,0.445374
1.93534,1.00705
1.51409,1.82721
2.36144,1.86918
2.73638,1.90837
0.274734,1.29582
1.24681,0.586339
1.60209,0.253409
3.6693,1.24217
5.92149,1.62845
1.80241,1.22889
-2.09456,1.60097
2.71049,0.999907
1.5142,0.211846
1.87719,0.343931
1.53161,1.44687
1.75498,0.55618
1.36612,0.789268
1.88646,0.60563
0.0397115,1.07599
1.7731,0.849372
1.62766,0.928814
0.628893,0.523775
0.72685,0.76528
0.584482,2.10944
1.53775,0.252917
1.7386,0.211303
1.21565,1.18574
-1.15671,2.09924
2.25465,2.30915
1.28863,0.16429
1.17504,0.436839
0.217014,1.00056
1.19908,0.398535
1.14805,0.301361
-3.49266,2.16532
1.72092,1.1191
0.799651,0.582788
0.916312,0.636305
0.427235,1.39717
0.482661,1.25308
1.15673,1.38548
0.879752,0.866888
3.76363,2.77999
1.62086,0.503531
1.53205,0.307232
1.41231,0.888707
0.812917,0.505424
1.36735,0.226638
0.688132,1.75194
0.238865,0.881796
1.22504,0.178798
1.59717,0.20085
1.79937,0.235431
1.31266,0.853305
1.43649,0.475846
0.699815,1.46338
1.0151,0.959113
1.23435,0.134778
1.89517,0.268043
0.942535,0.704734
1.30926,0.177378
1.50105,0.265385
1.26417,1.11545
4.04211,1.39735
-0.281561,1.27873
3.47651,1.08868
0.215353,0.938523
1.65664,1.42519
0.711809,0.731381
0.945603,0.658011
0.621299,1.0055
1.3587,0.364846
0.876966,2.1087
1.52014,1.06077
0.928133,1.71772
2.46995,0.794535
2.96908,1.10084
-0.272031,2.84921
2.54392,1.06649
1.5611,0.899065
1.15392,0.588319
1.41157,0.355195
0.140071,0.479143
1.38591,0.437638
0.742085,0.788227
1.78251,0.892882
1.6446,0.806399
1.56969,0.477913
2.37258,1.52971
0.598831,0.433527
1.77762,0.289939
1.09412,0.243555
0.00941678,1.17005
1.71769,0.203462
0.999363,1.49583
0.995001,0.410997
0.686109,1.57163
2.08159,0.611654
1.68644,0.39311
3.42965,0.813658
2.94328,1.74361
4.03527,1.58418
-0.465356,1.32052
1.41167,0.309165
2.5201,0.982592
0.065192,1.15661
0.749001,1.06082
0.751683,0.923158
1.63543,0.694217
1.76043,1.02949
-0.39425,1.45682
2.93534,1.17339
3.49927,1.13016
1.74337,0.603253
-1.40778,1.97866
2.27085,0.753521
1.35068,0.303138
1.62833,0.441215
1.06192,1.8054
1.68826,1.23887
1.45788,0.197798
0.886136,0.445082
1.74697,0.661936
-0.208652,0.688449
1.4015,0.244865
0.764078,0.645328
1.23587,0.631822
3.52054,1.57908
1.89509,0.374027
1.99211,0.360231
0.975469,1.50472
1.86777,0.561042
2.18734,0.329925
1.2257,0.663531
-2.58495,1.64335
2.26433,0.596217
1.28829,0.657145
1.01482,0.462673
0.680764,0.390642
1.32843,0.205052
1.05702,0.776929
0.814995,1.21981
1.39019,0.136454
0.960679,0.529511
1.09815,0.374072
0.954715,0.601901
2.55057,0.836245
0.75977,1.20842
1.761,1.26761
1.52889,0.236219
3.04148,1.14898
1.75314,1.58001
-0.992902,1.65197
1.30152,0.798692
1.05038,0.376894
1.05796,0.390588
1.67229,1.48736
-0.378251,1.57557
1.45284,0.414873
1.54459,0.246919
1.72798,0.961954
0.558686,1.2289
1.99885,0.505287
0.658357,1.54013
2.56193,1.23076
1.60576,0.496726
1.22338,0.473095
1.72843,1.1968
1.1443,0.29521
0.673684,0.740094
1.61028,0.389112
1.58188,0.386726
1.45221,0.178566
2.17929,1.40664
1.21288,0.217039
1.34317,0.149546
1.60597,0.461384
0.62443,0.413122
1.10181,0.968874
0.163254,1.16813
1.60951,0.314459
1.89489,0.221555
1.78599,0.570715
1.54827,1.58013
1.61075,0.478505
1.19038,0.664182
1.38419,0.305612
1.2103,0.236311
0.799123,0.897128
-1.69514,1.37143
-2.14773,1.7091
1.03915,0.349301
1.16838,0.461771
1.72309,1.06062
1.74707,0.668497
1.22925,1.13455
1.00331,0.347868
0.41014,1.19279
2.56444,0.861453
2.4204,1.05704
1.60215,1.37415
1.00635,0.240298
1.88187,0.568942
2.72281,2.47923
1.38368,0.649433
2.26758,1.22854
1.45437,0.83081
3.0264,1.04736
2.4924,1.92121
1.1852,0.177454
1.07104,0.211298
1.64841,0.348247
1.61009,0.222863
1.52758,0.193596
1.62934,0.387651
1.35772,0.476726
1.55062,0.567983
1.54735,0.546954
0.892842,0.722529
1.40392,2.0627
2.34554,1.41871
2.17974,0.803209
0.971527,0.468031
2.24739,0.818325
-1.12504,1.48076
0.877737,0.573229
0.517931,1.19715
0.823495,1.1448
1.25757,1.28726
0.952706,0.907954
0.491161,1.92862
1.31131,1.00475
-0.252978,1.05913
0.54549,0.56776
2.30202,0.743914
1.77527,0.775925
-1.37546,1.80838
1.52089,0.540864
2.17518,1.87007
1.54389,0.457398
1.65998,0.294164
2.32921,1.38788
1.73253,1.13889
1.25871,0.327366
1.22037,0.18843
1.51689,1.68827
1.43224,0.353545
1.18803,0.376627
1.80459,1.24795
0.767872,0.798615
0.500035,0.613497
1.36024,0.968649
2.77614,1.10033
2.11201,0.533966
1.80073,0.866373
4.2531,2.83883
1.26404,1.01753
1.22547,0.964457
1.77273,1.48491
1.48668,0.791152
0.984479,0.486688
-0.571822,1.40488
0.992815,0.857792
0.0844972,1.21115
1.46747,0.128948
1.13281,0.311371
1.21759,0.554958
0.839637,0.375675
1.96882,0.676342
1.84129,0.719844
1.00493,0.86915
2.74109,1.09636
1.74631,0.25582
2.82001,1.44606
2.26499,1.06701
-2.33072,2.10179
1.83169,0.45451
1.27875,1.31415
3.80513,2.20213
-0.039858,0.99189
-0.767665,1.59198
0.615152,0.520693
1.83672,0.66544
2.3386,1.04505
2.51587,1.65
1.48141,0.355295
2.07475,0.728968
3.63082,1.92886
0.0541638,1.1903
1.82544,1.43368
2.86593,0.564175
0.830703,0.912626
1.29767,0.343097
1.51081,0.09865
1.51081,0.09865
1.51081,0.09865
1.51081,0.09865
1.37887,0.0928373
1.37887,0.0928373
1.40311,0.102375
1.40311,0.102375
1.13505,0.68848
4.04205,2.73492
1.35442,0.258117
0.28448,0.732631
0.575007,0.732027
-0.18827,2.00344
-0.0531329,1.19531
2.16607,0.562881
1.46254,1.18071
3.3782,2.61429
1.28969,0.159995
1.98748,0.948913
1.4038,0.990624
1.39945,0.474052
1.90748,0.869605
1.39296,0.272079
1.10172,0.368741
2.32969,1.73189
1.54304,0.488109
1.83546,1.91602
2.13666,1.17972
1.02529,0.339899
1.13038,1.12396
1.43084,0.376616
1.83267,0.54552
2.04973,0.648885
0.740881,0.404046
0.977121,0.290773
1.61916,0.921007
1.36443,0.854184
5.04802,1.87047
2.76177,1.11722
-1.97904,1.46024
1.34497,0.432007
2.08208,2.01475
0.849183,0.378028
-0.468181,1.3118
1.50422,0.267044
1.53772,1.73158
1.40371,0.875442
0.505773,1.00575
1.20655,0.569967
1.00303,1.52702
1.42597,0.147022
1.40626,0.166169
-0.213335,1.93473
-0.842134,1.43031
0.810703,1.13555
1.94116,0.389511
-1.09726,1.7399
0.944154,0.904887
1.50463,0.950542
0.260359,1.1113
0.77288,1.26287
2.21138,0.875272
1.64864,0.886616
2.7932,0.871923
1.36058,0.259018
1.62631,0.22121
0.467447,1.14673
0.957129,0.91235
1.48484,0.161398
1.17052,0.2402
1.49309,0.175504
1.08315,0.487589
1.15547,0.211755
0.858753,0.872008
1.155,0.948359
2.03564,0.578018
1.90513,0.411096
1.57241,0.374043
1.6953,0.774601
1.29614,0.436101
1.57508,0.283552
1.92595,0.460029
1.86268,0.420704
0.664572,0.894437
1.33747,0.752307
-0.602038,2.44667
1.02709,0.868463
0.203211,0.462131
1.38576,0.404273
0.471222,1.0506
-0.714472,1.52304
1.29313,0.940139
0.416257,1.22671
1.35889,0.238001
1.43094,0.343515
-0.495698,1.38
1.20438,0.615778
0.919104,1.32874
1.93365,0.687617
1.71569,0.330806
1.32244,0.374763
1.08709,0.196135
1.27076,0.568232
2.69247,0.707241
3.71785,2.40834
1.81486,0.529276
-0.38799,1.13553
1.6978,1.41668
0.409059,0.735376
1.27387,0.940336
1.75988,0.866373
1.61456,0.246724
1.53456,0.405568
0.871894,0.326664
1.18975,0.722834
1.55319,2.50778
0.825971,1.53329
2.16033,0.466333
1.9791,0.571756
-0.895598,1.45759
1.37623,0.148047
1.41582,0.154246
1.75817,2.06874
1.63513,0.364579
2.17892,0.916697
0.251564,0.920835
1.32982,0.175687
1.89554,0.77889
0.383588,0.618453
0.308968,1.25359
3.30471,2.07312
1.44677,0.50403
1.22082,0.293614
1.85947,0.60595
0.683347,0.622667
1.84224,1.67264
1.88849,0.607862
0.407588,1.19316
0.950066,0.755261
2.21185,1.21095
0.343395,1.21394
1.31108,0.215775
1.99378,0.496558
1.41531,0.815366
1.94105,0.535834
1.53658,0.400598
0.959846,0.331912
1.68589,0.155639
1.34798,0.95335
1.33487,1.15976
1.5116,0.583402
1.30257,0.203272
2.6268,1.22873
4.15289,1.74458
1.39391,0.22204
1.20015,0.342615
0.129325,2.5882
2.37579,1.10172
1.44998,1.61714
1.30543,0.518502
1.17001,0.985302
1.67849,0.420854
2.10487,0.569327
1.62747,1.21033
1.44411,0.153637
1.57779,0.239007
1.41186,0.149867
1.3998,0.1526
1.3998,0.1526
0.855406,0.661327
1.36823,0.124448
1.36823,0.124448
1.93332,0.318131
2.05979,2.46149
3.07905,0.692351
1.2183,0.811611
2.55386,1.03752
0.828203,0.689225
0.876718,0.558176
1.14149,0.376081
0.394337,0.590016
1.89657,0.394896
2.60119,0.639773
-0.717687,0.799994
3.42979,1.1146
2.22726,1.3273
0.828476,2.62363
2.29894,0.989504
1.64274,1.37215
1.1159,0.274674
1.16061,0.78146
2.091,0.290841
1.3842,0.310846
4.09895,2.14099
1.39328,0.293502
1.97174,1.46381
1.58727,1.321
2.40842,0.80776
1.21433,0.46659
1.3794,0.398687
-0.191536,1.94964
1.431,0.441663
2.52725,2.10309
1.33476,0.83591
0.503041,1.84778
1.09839,0.65371
1.77577,0.686343
2.31658,0.392113
1.43206,1.22971
0.983829,0.530928
-1.50377,1.18774
0.932965,1.00107
1.2201,0.509557
0.66991,1.14557
2.81138,1.32079
-0.123457,1.75184
0.599681,1.37814
1.20598,0.355702
1.31377,0.412286
1.39166,0.876639
0.565157,1.77941
2.66863,1.92521
1.76952,0.684566
-5.02833,2.27326
0.542598,0.868388
1.89101,0.644675
1.92497,1.68369
1.21876,0.183245
1.46523,0.301716
2.3987,0.562318
2.1761,1.67771
2.69991,0.928914
3.42893,1.26706
2.24965,1.00376
1.36678,0.753821
3.98848,1.4246
0.553433,0.821587
0.772801,1.53204
1.88629,1.16103
1.47468,0.318796
-0.0146439,0.823775
2.98345,1.88933
0.703585,0.648284
1.46521,0.149435
1.61669,0.198152
2.17213,0.675695
0.00276049,0.867105
2.67396,0.660598
1.31144,0.606585
2.56986,1.31252
-1.27436,1.11509
1.43802,1.37704
1.5548,0.324641
2.28825,0.982227
2.61168,1.74722
0.960614,0.876485
1.70276,0.370946
1.19267,0.49507
1.84657,1.64093
1.32046,0.280875
0.940112,1.21331
1.26644,0.30465
0.263571,1.2799
1.27724,0.690183
1.2947,1.59915
1.22483,0.537327
1.78145,1.00683
2.17488,0.792092
1.36822,0.411022
0.455363,0.734733
-0.813741,0.757422
1.06199,0.411778
-0.182509,1.34743
1.29806,0.2965
1.35362,0.170783
1.54187,0.286511
1.62444,0.984466
0.398431,1.08891
0.629357,0.680942
0.814883,1.43485
1.16228,1.16185
1.43312,0.734159
0.490887,0.438701
1.19473,0.303036
2.53124,0.591965
1.61115,0.15606
1.28884,0.108192
1.28884,0.108192
1.28884,0.108192
1.28884,0.108192
1.28884,0.108192
1.28884,0.108192
1.28884,0.108192
1.28884,0.108192
1.36594,0.117264
0.870804,1.27977
2.41548,0.745826
-0.594686,1.67239
0.235699,1.59128
0.869167,0.804833
1.84013,0.354626
4.05874,1.43011
-0.519462,1.128
3.29455,1.46071
4.31511,2.29304
2.08065,1.74074
1.38858,0.915543
1.73251,0.67282
1.03987,0.890359
2.04302,0.713722
1.77825,0.830151
1.64117,0.674931
0.745042,0.515938
1.83666,0.461791
1.2393,0.168151
2.5344,1.23282
0.999102,0.454572
1.7734,0.75243
3.23075,1.87059
1.57428,1.01686
2.23752,1.21853
1.74333,0.444297
2.45763,0.393151
2.83272,1.70132
1.28306,0.702996
0.902744,1.59989
2.71551,1.47617
2.94248,1.2393
-0.865465,1.70637
1.48534,0.17969
1.55031,0.444288
0.404636,1.00956
2.893,1.39524
1.44166,0.23302
0.196146,0.636543
3.74243,1.76149
1.64796,0.352592
1.49542,0.115331
1.43088,0.204051
2.7037,2.47561
1.58354,0.150566
1.46945,0.101368
1.46945,0.101368
1.46945,0.101368
1.46945,0.101368
0.586309,0.800825
0.92183,0.445314
3.99036,1.57079
2.56659,1.19274
-1.22565,2.30146
3.40755,1.03541
1.54747,1.23781
1.55026,0.699269
1.34201,0.329079
-0.299376,2.8325
1.9913,0.243363
1.39076,0.213315
2.11807,1.96547
1.92054,0.745723
1.77872,1.8066
0.973673,1.07563
1.47692,0.882173
1.08078,0.560872
3.14935,1.03354
1.4138,0.267282
1.04646,1.63011
1.19796,0.465263
3.63163,1.37425
1.35949,1.61942
1.3292,0.137988
1.45711,0.151332
1.79627,0.751242
2.13964,2.58572
1.0425,1.1287
2.88447,1.11698
0.67147,0.933085
0.36477,1.27144
-0.98264,2.11343
1.38755,0.172034
1.44879,0.0976514
1.41818,0.125898
-0.878914,1.26725
1.17071,1.01291
0.818962,0.384603
-1.34377,2.42067
1.25284,1.24762
1.5593,0.474281
1.32336,1.09801
-0.911968,2.33978
0.912768,0.970978
0.676417,0.594203
0.249115,1.60919
1.39075,0.448993
1.51557,1.04097
1.03005,0.951859
0.410476,1.51728
1.44282,1.86101
-1.3253,1.51406
3.79226,2.30994
1.4139,0.835989
1.24794,0.448387
1.8346,0.661016
0.797526,1.69038
1.57637,1.3345
1.51373,0.177636
1.44852,0.126657
1.48053,0.248502
1.8864,0.289948
1.73829,0.951472
0.243712,0.929871
0.751436,2.01868
2.07742,0.273318
1.51113,0.185435
1.04204,0.317825
1.27775,0.674533
1.97617,0.470638
1.84845,0.52804
1.65304,0.243326
1.62741,2.5161
1.84624,1.05687
1.59909,0.316173
0.662262,0.500277
5.91017,1.75698
-0.176562,1.24849
1.26954,0.235299
1.65744,0.355408
1.57558,0.486226
1.65946,0.291464
0.824024,0.481682
2.08441,0.749205
-1.34241,2.71789
1.71349,0.357473
1.95799,0.87149
0.0140163,1.51822
1.58178,0.285283
2.47148,1.21628
-0.255598,0.736878
0.085489,1.60174
2.53647,0.698132
2.37876,1.26118
0.544707,2.07768
2.68033,0.88638
0.0950102,0.584602
0.698894,1.09081
1.32285,0.726551
1.59921,0.32316
1.44173,0.865966
1.03075,0.648396
0.921081,0.252186
2.31603,0.936775
1.22646,0.343248
1.69041,0.49423
1.72139,0.770848
0.492452,0.963866
0.538907,0.981654
0.0900527,0.807426
1.49913,0.20454
1.5141,0.202786
1.67525,2.3923
2.09896,0.616306
1.56081,0.326538
0.63649,1.02951
1.45606,0.574891
1.81358,0.276368
2.77121,0.617804
1.02702,1.0143
2.86422,1.14939
0.609679,1.38539
0.241184,0.651861
1.48885,1.02918
1.49676,0.824069
1.61828,1.54025
1.63659,0.477311
2.11409,0.676559
1.28131,0.26345
0.571226,0.867038
1.87295,0.240498
1.32044,0.332078
0.912091,0.321325
0.966321,0.263922
1.38027,0.6489
1.69548,0.255571
1.43977,0.650046
0.545097,0.874374
0.990144,0.305485
1.20465,0.82351
0.896965,0.971486
1.59734,0.355642
1.43327,0.0905403
1.29221,0.247946
3.86454,0.863533
2.46335,0.681734
1.0965,0.273482
2.23435,0.879721
1.4174,0.338771
2.49172,1.76306
0.766515,0.373612
1.53547,0.338878
1.25608,0.427191
1.56035,1.2219
2.42352,0.826998
2.10124,1.34975
2.01101,0.362398
-0.379659,1.00529
2.39987,1.10561
1.84261,1.27991
1.64058,0.874442
0.070179,1.50515
1.96028,1.48634
-0.3664,1.73439
0.782277,0.857257
2.42559,0.921
1.9656,1.20002
1.47594,0.636277
1.37253,1.62325
-0.10378,0.938826
2.2319,0.70152
1.26483,0.235446
1.53053,0.544071
2.60641,2.06332
2.47429,0.982836
1.0237,0.807153
1.56331,0.350718
0.494876,0.685272
2.56015,1.74396
0.0987805,0.969662
1.02484,0.767232
1.75863,0.360646
1.64565,1.85717
1.81776,0.873191
1.11617,1.06796
1.72661,0.429916
0.307548,0.7231
1.03422,1.30393
-2.08975,1.92556
2.17732,0.45146
1.6917,1.37482
0.915706,0.233101
1.62343,0.539795
0.737596,0.672656
1.0239,0.482078
1.08547,0.448126
1.61768,1.6626
1.45354,0.997319
0.126849,1.94732
1.2717,0.523385
1.82299,0.49804
1.2023,0.652244
0.743541,1.28052
2.37743,0.726538
1.68382,0.40736
1.62124,0.926747
2.10946,0.577796
1.89708,0.867479
2.44842,2.53787
1.36426,0.481978
1.63111,0.194682
0.796451,0.607531
1.21415,0.424619
3.32275,1.20356
-0.0546872,1.4874
1.5477,1.82836
1.24604,0.307834
1.18769,0.77715
0.666619,0.396492
0.261465,2.80928
2.01083,0.45817
-1.10568,1.92919
2.23527,0.678146
1.6601,1.20462
1.78639,0.370571
1.23156,1.15269
1.37364,0.275803
2.11246,0.412492
1.49142,0.415044
1.72182,0.830718
1.19452,0.691566
2.80062,0.712281
2.22332,0.608265
-1.10448,2.68131
2.12822,1.44301
1.80078,0.368562
1.09937,0.617803
1.20492,0.843667
1.26173,0.272134
0.804883,0.529948
1.14889,0.206342
1.53529,1.5374
2.45439,0.39366
1.60291,0.278527
1.6868,0.195946
1.59142,0.137587
1.72872,0.407893
